program_label,program,entities,code,number_reported,rent_per_month,hh_income,tpoverty,treatment,year,post,poverty_indicator
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201422200,48201422200,321,326,12556,31,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201422301,48201422301,183,302,11579,50,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201422302,48201422302,31,444,14868,18,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201422401,48201422401,110,358,13689,29,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201422500,48201422500,17,310,11666,32,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201422600,48201422600,11,410,15634,15,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201422800,48201422800,18,257,10701,26,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201422900,48201422900,15,551,17124,34,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201423100,48201423100,12,311,11789,47,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201423202,48201423202,61,264,9777,39,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201423301,48201423301,91,437,15096,24,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201423302,48201423302,167,413,14220,25,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201423401,48201423401,72,347,12529,17,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201423402,48201423402,42,456,15504,5,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201423600,48201423600,71,483,16410,16,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201432002,48201432002,16,234,9747,33,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201432400,48201432400,61,294,12043,26,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201432500,48201432500,31,463,15764,30,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201432600,48201432600,24,436,15292,12,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201432701,48201432701,39,201,8044,47,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201432801,48201432801,14,281,11064,25,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201432802,48201432802,32,296,10552,34,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201433001,48201433001,55,362,12100,49,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201433003,48201433003,68,325,11662,40,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201433100,48201433100,23,375,16018,41,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201433201,48201433201,11,387,12226,19,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201433202,48201433202,16,350,11288,27,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201433300,48201433300,15,410,13916,14,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201433400,48201433400,11,310,9115,23,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201433501,48201433501,133,363,14264,59,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201433502,48201433502,93,278,10927,50,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201433600,48201433600,88,286,11161,55,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201451002,48201451002,19,267,10557,16,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201451700,48201451700,15,387,14135,5,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201451800,48201451800,11,580,19391,13,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201451901,48201451901,85,301,10978,18,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201452000,48201452000,60,351,13204,18,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201452201,48201452201,21,299,11206,23,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201452202,48201452202,14,303,12530,15,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201452400,48201452400,35,533,18911,12,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201452500,48201452500,128,363,13787,38,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201452600,48201452600,72,361,14095,28,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201452700,48201452700,123,528,17474,16,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201452801,48201452801,39,430,16788,19,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201452802,48201452802,78,447,15254,32,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201452900,48201452900,24,374,13865,30,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201453000,48201453000,24,535,18192,15,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201453100,48201453100,30,295,11020,35,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201453200,48201453200,83,335,13035,37,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201453300,48201453300,115,377,14056,37,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201453401,48201453401,21,417,15750,20,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201453402,48201453402,84,308,11058,29,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201453403,48201453403,89,293,11323,46,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201453501,48201453501,21,462,15727,18,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201453502,48201453502,16,537,16038,5,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201453602,48201453602,149,347,13303,30,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201453700,48201453700,76,448,15434,20,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201453900,48201453900,54,405,14034,22,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201454000,48201454000,14,594,18056,11,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201454200,48201454200,12,499,16953,12,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201454301,48201454301,211,465,18759,17,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201454302,48201454302,41,446,16708,8,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201455300,48201455300,51,323,13100,8,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201510200,48201510200,44,325,12711,13,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201520400,48201520400,69,294,11839,46,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201520500,48201520500,12,293,11707,30,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201521000,48201521000,13,133,4477,39,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201521200,48201521200,24,261,9274,32,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201521700,48201521700,90,373,15101,30,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201530100,48201530100,23,282,11283,37,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201530300,48201530300,30,358,12354,37,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201530500,48201530500,18,385,15085,34,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201530700,48201530700,173,321,11658,40,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201530800,48201530800,27,405,15396,27,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201530900,48201530900,32,166,6961,9,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201531500,48201531500,11,302,11740,8,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201531800,48201531800,75,335,12581,22,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201531900,48201531900,129,388,14342,29,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201532001,48201532001,203,289,11303,44,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201532100,48201532100,26,269,10166,36,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201532600,48201532600,30,456,15100,25,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201532700,48201532700,106,323,12461,22,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201532900,48201532900,39,492,16807,14,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201533000,48201533000,62,402,15663,39,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201533100,48201533100,77,445,15320,25,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201533200,48201533200,118,301,11073,22,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201533300,48201533300,104,329,12258,43,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201533400,48201533400,70,534,17954,23,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201533600,48201533600,111,454,16748,21,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201533701,48201533701,60,338,12926,31,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201533702,48201533702,18,538,18026,27,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201533801,48201533801,62,561,18723,29,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201533802,48201533802,17,486,17531,39,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201533901,48201533901,68,482,15598,26,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201533902,48201533902,230,337,13186,36,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201534002,48201534002,39,458,14775,19,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201534003,48201534003,30,539,18440,13,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201534100,48201534100,20,450,12612,19,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201534202,48201534202,29,403,14321,2,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201540602,48201540602,34,423,13650,15,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201541300,48201541300,42,476,17204,20,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201541400,48201541400,28,612,21424,13,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201542000,48201542000,19,556,19340,7,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201542101,48201542101,84,544,18324,19,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201542102,48201542102,81,506,17622,15,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201542200,48201542200,53,544,18630,10,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201542301,48201542301,18,679,25419,12,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201542302,48201542302,17,442,15784,3,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201542400,48201542400,67,470,18343,16,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201542900,48201542900,15,517,16391,10,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201543001,48201543001,17,503,17319,5,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201543003,48201543003,101,539,18614,12,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201543200,48201543200,19,370,13801,15,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201550100,48201550100,154,357,13739,46,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201550200,48201550200,95,276,10557,45,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201550301,48201550301,375,341,13838,24,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201550302,48201550302,213,369,14428,30,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201550401,48201550401,270,317,11879,31,0,2015,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201550402,48201550402,148,322,11597,18,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201550500,48201550500,39,554,16834,20,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201550601,48201550601,66,523,16628,23,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201550602,48201550602,25,510,17244,23,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201550603,48201550603,37,571,17598,25,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201550700,48201550700,22,522,19569,17,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201550800,48201550800,138,372,13735,23,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201550900,48201550900,51,400,14135,19,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201551000,48201551000,20,513,21568,17,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201551100,48201551100,47,470,17830,29,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201551300,48201551300,41,384,13996,4,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201551500,48201551500,169,357,14449,8,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201551600,48201551600,12,438,13851,10,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201551900,48201551900,157,350,13681,17,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201552001,48201552001,20,391,14129,15,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201552102,48201552102,13,359,13958,2,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201552103,48201552103,17,326,14005,19,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201552200,48201552200,74,389,15400,18,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201552301,48201552301,15,328,13820,3,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201552400,48201552400,92,369,14902,14,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201552601,48201552601,174,364,15058,25,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201552800,48201552800,27,465,16664,9,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201553002,48201553002,19,228,9323,21,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201553100,48201553100,11,453,23593,8,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201553200,48201553200,17,317,12552,21,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201553403,48201553403,13,325,12625,3,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201554801,48201554801,14,546,15138,9,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201555200,48201555200,12,695,26904,18,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201555402,48201555402,18,377,14889,22,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201556000,48201556000,16,344,13687,13,0,2015,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201980100,48201980100,66,333,13856,19,0,2015,0,0
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113000401",48113000401,33,252,10398,34,1,2016,0,1
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113000405",48113000405,18,236,9889,30,1,2016,0,1
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113000500",48113000500,16,242,9851,13,1,2016,0,0
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113000800",48113000800,153,313,12353,22,1,2016,0,0
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113000900",48113000900,21,272,10257,33,1,2016,0,1
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113001202",48113001202,13,377,12000,14,1,2016,0,0
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113001302",48113001302,27,221,9085,19,1,2016,0,0
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113001400",48113001400,94,249,9867,29,1,2016,0,0
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113001503",48113001503,66,211,8565,55,1,2016,0,1
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113001504",48113001504,33,204,8436,34,1,2016,0,1
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113001600",48113001600,224,293,12539,31,1,2016,0,1
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113002000",48113002000,45,258,8401,21,1,2016,0,0
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113002100",48113002100,164,205,8687,16,1,2016,0,0
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113002500",48113002500,163,280,11471,38,1,2016,0,1
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113002701",48113002701,75,325,9621,58,1,2016,0,1
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113003101",48113003101,30,201,8356,10,1,2016,0,0
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113003400",48113003400,26,339,13715,34,1,2016,0,1
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113003700",48113003700,38,359,12063,31,1,2016,0,1
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113003800",48113003800,25,360,11786,41,1,2016,0,1
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113003901",48113003901,127,346,12116,51,1,2016,0,1
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113003902",48113003902,19,281,9662,25,1,2016,0,0
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113004000",48113004000,18,336,11465,45,1,2016,0,1
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113004500",48113004500,35,305,11367,17,1,2016,0,0
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113004600",48113004600,25,280,10796,10,1,2016,0,0
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113004900",48113004900,43,461,15678,50,1,2016,0,1
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113005400",48113005400,43,500,16643,35,1,2016,0,1
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113005500",48113005500,20,274,9932,38,1,2016,0,1
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113005700",48113005700,69,273,10765,40,1,2016,0,1
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113005901",48113005901,39,419,13019,29,1,2016,0,0
Housing Choice Vouchers,3,"TX Texas 113 Dallas County, Texas 48113005902",48113005902,74,463,13655,46,1,2016,0,1
